gameid,playerid,position,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,wardsplaced,wpm,wardskilled,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat15,xpat15,csat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,deathsat15
ESPORTSTMNT02_3165582,30,jng,4,3,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12086,341.8953,0.187423,664.4696,0,0.0,10,14,35,0.9901,10733,6131,173.4371,0.169903,10450,166.0,31.0,135,4.6959,3215.0,3034.0,60.0,-639.0,5.0,1.0,0.0,0.0,4984.0,4934.0,77.0,332.0,5.0,2.0,3.0,0.0,0.0
ESPORTSTMNT02_3165582,39,mid,4,5,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14020,396.6054,0.217415,969.1089,0,0.0,6,4,28,0.7921,12291,7689,217.5106,0.213081,12700,251.0,251.0,0,7.1004,3362.0,4680.0,73.0,435.0,-6.0,1.0,1.0,1.0,5633.0,7821.0,125.0,1064.0,-4.0,2.0,2.0,1.0,1.0
ESPORTSTMNT02_3165582,9,bot,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15042,425.5163,0.233264,368.1188,0,0.0,12,12,48,1.3579,13672,9070,256.5771,0.251354,13550,329.0,307.0,22,9.3069,3215.0,3072.0,80.0,120.0,3.0,0.0,0.0,0.0,5300.0,5700.0,126.0,-185.0,-2.0,1.0,1.0,0.0,0.0
ESPORTSTMNT02_3165582,10,sup,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5567,157.4823,0.0863302,300.8204,0,0.0,25,18,156,4.413,7331,2729,77.1994,0.0756194,6600,31.0,31.0,0,0.8769,2207.0,2301.0,3.0,-509.0,-12.0,0.0,0.0,1.0,3142.0,3306.0,7.0,-69.0,-13.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3165582,46,top,5,2,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18020,509.7595,0.218062,599.3777,0,0.0,2,7,36,1.0184,16578,11976,338.7836,0.231865,14575,339.0,307.0,32,9.5898,3292.0,4763.0,84.0,51.0,1.0,0.0,0.0,0.0,5078.0,7174.0,117.0,-1095.0,-5.0,0.0,1.0,2.0,2.0
ESPORTSTMNT02_3165582,44,jng,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10417,294.6818,0.126057,871.0325,0,0.0,6,13,44,1.2447,11865,7263,205.4597,0.140614,9900,176.0,11.0,165,4.9788,2840.0,3673.0,55.0,639.0,-5.0,0.0,1.0,0.0,4036.0,4602.0,72.0,-332.0,-5.0,0.0,1.0,2.0,2.0
ESPORTSTMNT02_3165582,11,mid,2,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21865,618.529,0.264591,542.3197,0,0.0,6,5,36,1.0184,14999,10397,294.116,0.201293,14025,303.0,283.0,20,8.5714,2977.0,4245.0,79.0,-435.0,6.0,0.0,0.0,2.0,4782.0,6757.0,129.0,-1064.0,4.0,0.0,0.0,3.0,3.0
ESPORTSTMNT02_3165582,34,bot,5,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23433,662.8854,0.283565,263.7341,0,0.0,13,4,51,1.4427,19363,14761,417.5672,0.285787,16150,329.0,301.0,28,9.3069,3591.0,2952.0,77.0,-120.0,-3.0,1.0,0.0,0.0,6517.0,5885.0,128.0,185.0,2.0,2.0,0.0,0.0,0.0
ESPORTSTMNT02_3165582,47,sup,7,1,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8902,251.8246,0.107724,418.133,0,0.0,27,20,167,4.7242,11856,7254,205.2051,0.14044,10575,56.0,52.0,4,1.5842,2514.0,2810.0,15.0,509.0,12.0,1.0,1.0,0.0,3392.0,3375.0,20.0,69.0,13.0,1.0,1.0,0.0,0.0
ESPORTSTMNT02_3164695,25,top,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14550,350.1805,0.140199,1087.6294,0,0.0,4,6,46,1.1071,14054,8693,209.2178,0.206255,14150,297.0,291.0,6,7.148,3380.0,4774.0,85.0,-68.0,11.0,0.0,0.0,0.0,5052.0,7547.0,132.0,-6.0,11.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,14,jng,2,6,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14626,352.0096,0.140931,1283.225,0,0.0,8,22,45,1.083,13361,8000,192.5391,0.189811,13250,219.0,41.0,178,5.2708,3202.0,3337.0,62.0,49.0,-2.0,0.0,1.0,0.0,4838.0,5563.0,93.0,452.0,0.0,0.0,2.0,0.0,0.0
ESPORTSTMNT02_3164695,53,mid,5,2,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,31991,769.9398,0.308255,455.9326,0,0.0,13,8,77,1.8532,16172,10811,260.1925,0.256509,16100,330.0,308.0,22,7.9422,3659.0,4757.0,86.0,-78.0,0.0,1.0,0.0,0.0,5957.0,7711.0,143.0,-73.0,0.0,2.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,49,bot,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30062,723.5138,0.289668,527.3887,0,0.0,12,1,56,1.3478,16424,11063,266.2575,0.262488,16105,315.0,287.0,28,7.5812,2718.0,2490.0,57.0,-727.0,-19.0,0.0,0.0,0.0,4365.0,4496.0,104.0,-911.0,-27.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,15,sup,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12552,302.0939,0.120947,311.432,0,0.0,12,24,112,2.6955,8941,3580,86.1613,0.0849364,8375,22.0,22.0,0,0.5295,2002.0,2275.0,1.0,-181.0,-5.0,0.0,0.0,0.0,2748.0,3325.0,1.0,-639.0,-6.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,43,top,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17192,413.7665,0.141692,1281.9495,0,0.0,8,6,45,1.083,15271,9910,238.5078,0.215304,14700,291.0,287.0,4,7.0036,3053.0,4842.0,74.0,68.0,-11.0,0.0,0.0,0.0,4934.0,7553.0,121.0,6.0,-11.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,37,jng,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10915,262.6955,0.0899583,1001.9976,0,0.0,14,12,75,1.8051,12122,6761,162.7196,0.146887,10800,201.0,26.0,175,4.8375,2889.0,3288.0,64.0,-49.0,2.0,0.0,0.0,0.0,4184.0,5111.0,93.0,-452.0,0.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,40,mid,4,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37565,904.0915,0.3096,450.0602,0,0.0,7,3,50,1.2034,16110,10749,258.7004,0.233533,15925,350.0,313.0,37,8.4236,3131.0,4835.0,86.0,78.0,0.0,0.0,0.0,1.0,4911.0,7784.0,143.0,73.0,0.0,0.0,0.0,2.0,2.0
ESPORTSTMNT02_3164695,7,bot,7,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46332,1115.0903,0.381855,548.7365,0,0.0,14,6,68,1.6366,19676,14315,344.5247,0.31101,16700,376.0,346.0,30,9.0493,3290.0,3217.0,76.0,727.0,19.0,0.0,0.0,0.0,5254.0,5407.0,131.0,911.0,27.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3164695,20,sup,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9330,224.5487,0.0768952,150.8785,0,0.0,11,12,112,2.6955,9654,4293,103.3213,0.0932656,9260,16.0,16.0,0,0.3851,2233.0,2456.0,6.0,181.0,5.0,0.0,0.0,0.0,3158.0,3964.0,7.0,639.0,6.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3163733,19,top,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14945,500.9497,0.259647,494.7151,0,0.0,8,4,29,0.9721,10888,6961,233.3296,0.217988,10850,255.0,255.0,0,8.5475,3233.0,5021.0,85.0,435.0,11.0,0.0,0.0,0.0,5102.0,7295.0,131.0,-1120.0,-9.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3163733,26,jng,2,4,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7488,250.9944,0.130093,925.0391,0,0.0,7,8,46,1.5419,9034,5107,171.1844,0.159927,8600,162.0,15.0,147,5.4302,3030.0,3426.0,71.0,27.0,6.0,0.0,0.0,0.0,5095.0,5575.0,103.0,138.0,7.0,2.0,0.0,1.0,1.0
ESPORTSTMNT02_3163733,32,mid,4,2,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11564,387.6201,0.200907,734.7151,0,0.0,3,4,17,0.5698,11752,7825,262.2905,0.245046,11300,256.0,248.0,8,8.581,3125.0,4724.0,87.0,190.0,-5.0,0.0,0.0,0.0,4937.0,7611.0,135.0,409.0,-3.0,0.0,2.0,0.0,0.0
ESPORTSTMNT02_3163733,21,bot,6,5,5,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21736,728.581,0.37763,661.2737,0,0.0,30,3,66,2.2123,13155,9228,309.3184,0.288983,12375,265.0,249.0,16,8.8827,3116.0,2892.0,80.0,-139.0,-12.0,0.0,0.0,0.0,5530.0,5254.0,132.0,172.0,5.0,2.0,2.0,1.0,1.0
ESPORTSTMNT02_3163733,1,sup,0,5,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1826,61.2067,0.031724,474.838,0,0.0,5,15,72,2.4134,6739,2812,94.257,0.0880559,6375,36.0,36.0,0,1.2067,2139.0,2854.0,16.0,161.0,11.0,0.0,0.0,0.0,3500.0,4314.0,22.0,34.0,11.0,0.0,3.0,1.0,1.0
ESPORTSTMNT02_3163733,24,top,7,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22809,764.5475,0.292213,765.6872,0,0.0,4,9,38,1.2737,14667,10740,360.0,0.260491,13375,273.0,253.0,20,9.1508,3151.0,4586.0,74.0,-435.0,-11.0,0.0,0.0,0.0,5882.0,8415.0,140.0,1120.0,9.0,1.0,0.0,0.0,0.0
ESPORTSTMNT02_3163733,6,jng,4,2,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10942,366.7709,0.140181,898.257,0,0.0,6,11,33,1.1061,11236,7309,244.9944,0.177273,9725,167.0,18.0,149,5.5978,3017.0,3399.0,65.0,-27.0,-6.0,0.0,0.0,0.0,4922.0,5437.0,96.0,-138.0,-7.0,1.0,1.0,1.0,1.0
ESPORTSTMNT02_3163733,41,mid,3,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14285,478.8268,0.18301,456.0335,0,0.0,7,5,36,1.2067,11914,7987,267.7207,0.193718,10725,210.0,210.0,0,7.0391,3405.0,4534.0,92.0,-190.0,5.0,0.0,0.0,0.0,5485.0,7202.0,138.0,-409.0,3.0,1.0,0.0,0.0,0.0
ESPORTSTMNT02_3163733,50,bot,4,4,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11837,396.7709,0.151648,331.1397,0,0.0,9,5,39,1.3073,12354,8427,282.4693,0.20439,11025,215.0,191.0,24,7.2067,3620.0,3031.0,92.0,139.0,12.0,0.0,0.0,0.0,5824.0,5082.0,127.0,-172.0,-5.0,1.0,2.0,1.0,1.0
ESPORTSTMNT02_3163733,55,sup,3,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18183,609.486,0.232948,417.8212,0,0.0,16,10,122,4.0894,10694,6767,226.8268,0.164127,10050,58.0,54.0,4,1.9441,2476.0,2693.0,5.0,-161.0,-11.0,0.0,0.0,0.0,4643.0,4280.0,11.0,-34.0,-11.0,0.0,3.0,2.0,2.0
ESPORTSTMNT02_3166049,43,top,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18621,468.4528,0.147193,945.1824,0,0.0,18,5,50,1.2579,16565,11424,287.3962,0.237797,16525,332.0,296.0,36,8.3522,3211.0,4739.0,73.0,320.0,0.0,0.0,2.0,0.0,5479.0,7640.0,130.0,125.0,-5.0,0.0,2.0,0.0,0.0
ESPORTSTMNT02_3166049,37,jng,3,1,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12554,315.8239,0.0992356,780.6289,0,0.0,22,9,94,2.3648,12961,7820,196.7296,0.162778,12175,210.0,33.0,177,5.283,3159.0,3575.0,61.0,561.0,-1.0,0.0,3.0,0.0,4816.0,5320.0,84.0,554.0,0.0,1.0,3.0,0.0,0.0
ESPORTSTMNT02_3166049,40,mid,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32925,828.3019,0.260262,798.1132,0,0.0,14,6,50,1.2579,14912,9771,245.8113,0.203389,14700,321.0,313.0,8,8.0755,3310.0,4652.0,76.0,-1.0,-17.0,1.0,3.0,0.0,5195.0,7671.0,124.0,160.0,-21.0,1.0,4.0,0.0,0.0
ESPORTSTMNT02_3166049,7,bot,4,2,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,53758,1352.4025,0.424941,533.1321,0,0.0,18,8,58,1.4591,19281,14140,355.7233,0.294332,17300,373.0,354.0,19,9.3836,4266.0,3160.0,79.0,439.0,15.0,3.0,2.0,0.0,6094.0,5631.0,134.0,962.0,22.0,3.0,2.0,0.0,0.0
ESPORTSTMNT02_3166049,20,sup,1,1,9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8649,217.5849,0.0683678,211.8491,0,0.0,19,14,121,3.044,10027,4886,122.9182,0.101705,10000,35.0,27.0,8,0.8805,2946.0,2479.0,2.0,243.0,-13.0,1.0,4.0,0.0,4056.0,3773.0,9.0,156.0,-15.0,1.0,5.0,1.0,1.0
ESPORTSTMNT02_3166049,13,top,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18575,467.2956,0.209776,1295.2201,0,0.0,7,8,53,1.3333,12787,7646,192.3522,0.197873,12650,306.0,294.0,12,7.6981,2901.0,4419.0,73.0,-320.0,0.0,0.0,0.0,1.0,4812.0,7515.0,135.0,-125.0,5.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3166049,29,jng,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006,251.7233,0.113002,961.0314,0,0.0,19,16,61,1.5346,9895,4754,119.5975,0.12303,9600,158.0,32.0,126,3.9748,2757.0,3014.0,62.0,-561.0,1.0,0.0,0.0,2.0,4054.0,4766.0,84.0,-554.0,0.0,0.0,1.0,2.0,2.0
ESPORTSTMNT02_3166049,42,mid,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28214,709.7862,0.318633,480.1258,0,0.0,11,8,54,1.3585,16470,11329,285.0063,0.293186,15850,386.0,374.0,12,9.7107,3365.0,4653.0,93.0,1.0,17.0,0.0,0.0,0.0,5236.0,7511.0,145.0,-160.0,21.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3166049,36,bot,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25049,630.1635,0.282889,642.1132,0,0.0,6,6,27,0.6792,16974,11833,297.6855,0.306229,16175,421.0,381.0,40,10.5912,2811.0,2721.0,64.0,-439.0,-15.0,0.0,0.0,2.0,4497.0,4669.0,112.0,-962.0,-22.0,0.0,0.0,2.0,2.0
ESPORTSTMNT02_3166049,52,sup,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6703,168.6289,0.0756999,407.044,0,0.0,13,21,135,3.3962,8220,3079,77.4591,0.0796822,7575,37.0,37.0,0,0.9308,2058.0,2236.0,15.0,-243.0,13.0,0.0,0.0,0.0,3477.0,3617.0,24.0,-156.0,15.0,1.0,0.0,0.0,0.0
ESPORTSTMNT02_3165985,25,top,4,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24010,765.8692,0.397602,315.0558,0,0.0,7,6,44,1.4035,14333,10220,325.9968,0.341654,14325,311.0,298.0,13,9.9203,3454.0,5112.0,98.0,85.0,4.0,0.0,0.0,0.0,5874.0,7878.0,157.0,-13.0,15.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3165985,14,jng,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3737,119.2026,0.0618842,731.9617,0,0.0,20,12,56,1.7863,8164,4051,129.2185,0.135428,7700,151.0,34.0,117,4.8166,2824.0,3198.0,60.0,504.0,1.0,0.0,0.0,1.0,3913.0,4561.0,78.0,-315.0,-5.0,0.0,0.0,3.0,3.0
ESPORTSTMNT02_3165985,53,mid,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9034,288.1659,0.149602,657.1611,0,0.0,1,6,23,0.7337,9662,5549,177.0016,0.185505,9815,205.0,203.0,2,6.5391,3066.0,4931.0,84.0,-9.0,-9.0,0.0,0.0,0.0,4642.0,7277.0,132.0,-373.0,-9.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3165985,49,bot,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17812,568.1659,0.294964,529.2823,0,0.0,10,4,50,1.5949,11953,7840,250.0797,0.262092,11600,284.0,275.0,9,9.059,3154.0,3020.0,82.0,-263.0,1.0,0.0,0.0,0.0,4816.0,5506.0,128.0,-686.0,-9.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3165985,15,sup,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5794,184.8166,0.0959478,280.7337,0,0.0,7,12,59,1.882,6366,2253,71.866,0.0753218,6300,11.0,11.0,0,0.3509,1887.0,2990.0,3.0,159.0,-3.0,0.0,0.0,0.0,2704.0,3830.0,3.0,-237.0,-11.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3165985,24,top,3,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7855,250.5582,0.121923,708.0064,0,0.0,12,9,50,1.5949,12775,8662,276.2998,0.205154,12575,263.0,248.0,15,8.3892,3391.0,5027.0,94.0,-85.0,-4.0,0.0,0.0,0.0,5230.0,7891.0,142.0,13.0,-15.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3165985,6,jng,3,3,13,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7531,240.2233,0.116894,842.1372,0,0.0,7,12,43,1.3716,10363,6250,199.362,0.148028,9885,141.0,10.0,131,4.4976,2732.0,2694.0,59.0,-504.0,-1.0,0.0,1.0,0.0,5005.0,4876.0,83.0,315.0,5.0,3.0,2.0,0.0,0.0
ESPORTSTMNT02_3165985,41,mid,7,0,9,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,20363,649.5375,0.316068,425.1356,0,0.0,7,7,32,1.0207,14754,10641,339.4258,0.252024,13225,274.0,262.0,12,8.74,3389.0,4940.0,93.0,9.0,9.0,0.0,1.0,0.0,5696.0,7650.0,141.0,373.0,9.0,1.0,1.0,0.0,0.0
ESPORTSTMNT02_3165985,50,bot,5,2,10,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11250,358.8517,0.174619,475.7895,0,0.0,4,7,39,1.244,14486,10373,330.8772,0.245677,12725,275.0,247.0,28,8.7719,3723.0,3283.0,81.0,263.0,-1.0,1.0,0.0,0.0,5888.0,6192.0,137.0,686.0,9.0,1.0,4.0,0.0,0.0
ESPORTSTMNT02_3165985,55,sup,1,1,14,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17427,555.8852,0.270496,337.8947,0,0.0,22,13,138,4.4019,10409,6296,200.8293,0.149118,8825,49.0,47.0,2,1.563,2581.0,2831.0,6.0,-159.0,3.0,0.0,1.0,0.0,4530.0,4067.0,14.0,237.0,11.0,0.0,5.0,0.0,0.0
ESPORTSTMNT02_3167106,27,top,10,0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20249,513.4996,0.262198,834.2688,0,0.0,15,6,62,1.5723,18634,13532,343.1615,0.28594,16900,333.0,314.0,19,8.4446,3100.0,4613.0,52.0,445.0,-21.0,1.0,1.0,0.0,5802.0,7769.0,95.0,1443.0,-24.0,3.0,1.0,0.0,0.0
ESPORTSTMNT02_3167106,30,jng,2,1,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10431,264.5224,0.135068,808.2249,0,0.0,12,13,60,1.5216,13641,8539,216.5427,0.180433,12225,233.0,51.0,182,5.9087,3708.0,3929.0,69.0,699.0,9.0,1.0,2.0,0.0,5296.0,5872.0,99.0,315.0,3.0,1.0,4.0,0.0,0.0
ESPORTSTMNT02_3167106,39,mid,4,3,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14352,363.956,0.185839,711.0989,0,0.0,6,11,44,1.1158,14079,8977,227.65,0.189688,13375,301.0,293.0,8,7.6331,3533.0,4701.0,87.0,-222.0,-3.0,1.0,0.0,0.0,5764.0,8123.0,153.0,17.0,7.0,1.0,1.0,0.0,0.0
ESPORTSTMNT02_3167106,9,bot,2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30042,761.8428,0.389004,562.2401,0,0.0,35,8,93,2.3584,17801,12699,322.0372,0.268338,16150,425.0,384.0,41,10.7777,3140.0,3356.0,83.0,-114.0,0.0,0.0,0.0,0.0,4893.0,5447.0,134.0,-18.0,-9.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3167106,10,sup,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154,54.6238,0.0278914,266.5004,0,0.0,6,22,104,2.6374,8680,3578,90.7354,0.0756017,8135,9.0,9.0,0,0.2282,2016.0,2191.0,1.0,-478.0,-3.0,0.0,0.0,0.0,2847.0,3311.0,3.0,-1107.0,-4.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3167106,33,top,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19226,487.5571,0.223771,704.8859,0,0.0,5,7,54,1.3694,12639,7537,191.1327,0.204966,12525,317.0,285.0,32,8.0389,2988.0,4168.0,73.0,-445.0,21.0,0.0,0.0,2.0,4488.0,6326.0,119.0,-1443.0,24.0,0.0,0.0,4.0,4.0
ESPORTSTMNT02_3167106,12,jng,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11852,300.5579,0.137945,931.978,0,0.0,23,16,76,1.9273,10863,5761,146.0947,0.156667,10100,225.0,41.0,184,5.7058,2800.0,3230.0,60.0,-699.0,-9.0,0.0,0.0,0.0,4201.0,5557.0,96.0,-315.0,-3.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3167106,5,mid,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19685,499.197,0.229114,381.9358,0,0.0,7,5,40,1.0144,14372,9270,235.0803,0.252096,14075,305.0,305.0,0,7.7346,3588.0,4923.0,90.0,222.0,3.0,0.0,0.0,1.0,5773.0,8106.0,146.0,-17.0,-7.0,0.0,0.0,1.0,1.0
ESPORTSTMNT02_3167106,18,bot,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30287,768.0558,0.352511,455.1479,0,0.0,12,8,55,1.3948,16517,11415,289.4759,0.31043,16775,345.0,341.0,4,8.7489,3351.0,3470.0,83.0,114.0,0.0,0.0,0.0,0.0,5840.0,5465.0,143.0,18.0,9.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3167106,45,sup,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4868,123.4489,0.0566587,256.8385,0,0.0,16,22,119,3.0178,7891,2789,70.727,0.0758417,7575,18.0,18.0,0,0.4565,2228.0,2669.0,4.0,478.0,3.0,0.0,0.0,0.0,3502.0,4418.0,7.0,1107.0,4.0,0.0,0.0,0.0,0.0
ESPORTSTMNT02_3168031,46,top,0,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15279,501.7734,0.303715,475.5337,0,0.0,6,8,38,1.2479,10727,6724,220.821,0.217428,10700,257.0,249.0,8,8.4401,3225.0,4600.0,80.0,-532.0,-7.0,0.0,1.0,1.0,5337.0,6388.0,113.0,-1588.0,-10.0,0.0,1.0,3.0,3.0
ESPORTSTMNT02_3168031,44,jng,4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6937,227.8161,0.137893,901.5764,0,0.0,10,7,45,1.4778,11091,7088,232.775,0.229198,9275,188.0,23.0,165,6.1741,3167.0,3061.0,58.0,-250.0,1.0,1.0,1.0,0.0,5245.0,5625.0,96.0,849.0,24.0,2.0,1.0,1.0,1.0
ESPORTSTMNT02_3168031,11,mid,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15234,500.2956,0.302821,933.399,0,0.0,12,6,46,1.5107,11147,7144,234.6141,0.231009,10740,254.0,249.0,5,8.3415,3416.0,4841.0,87.0,176.0,5.0,1.0,0.0,0.0,6362.0,8107.0,147.0,979.0,18.0,2.0,0.0,0.0,0.0
ESPORTSTMNT02_3168031,34,bot,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10938,359.2118,0.217425,438.1281,0,0.0,11,1,28,0.9195,12125,8122,266.7323,0.262632,11825,324.0,304.0,20,10.6404,3150.0,2886.0,80.0,-36.0,-3.0,0.0,1.0,0.0,5045.0,4933.0,133.0,-345.0,3.0,0.0,2.0,1.0,1.0
ESPORTSTMNT02_3168031,47,sup,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919,63.0213,0.0381458,334.3186,0,0.0,3,17,64,2.1018,5850,1847,60.6568,0.0597324,5375,7.0,7.0,0,0.2299,1980.0,2412.0,3.0,-425.0,0.0,0.0,0.0,1.0,3147.0,3820.0,5.0,-414.0,-2.0,0.0,1.0,2.0,2.0
ESPORTSTMNT02_3168031,54,top,3,1,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16059,527.3892,0.236803,598.358,0,0.0,7,9,47,1.5435,13307,9304,305.5501,0.22611,12975,265.0,249.0,16,8.7028,3779.0,5132.0,87.0,532.0,7.0,1.0,0.0,1.0,5646.0,7976.0,123.0,1588.0,10.0,2.0,1.0,1.0,1.0
ESPORTSTMNT02_3168031,22,jng,3,2,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13995,459.6059,0.206367,934.1872,0,0.0,10,10,44,1.445,10786,6783,222.7586,0.164845,9850,146.0,26.0,120,4.7947,2961.0,3311.0,57.0,250.0,-1.0,0.0,1.0,1.0,4869.0,4776.0,72.0,-849.0,-24.0,2.0,3.0,1.0,1.0
