gameid,playerid,position,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,wardsplaced,wpm,wardskilled,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat15,xpat15,csat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,deathsat15
ESPORTSTMNT03_3092815,6,jng,3,2,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11476,362.0189,0.177724,751.9874,34,1.0726,18,12,94,2.9653,11294,7138,225.1735,0.176925,9800,171.0,23.0,148,5.3943,2958.0,2950.0,57.0,-58.0,-1.0,0.0,1.0,0.0,4589.0,5049.0,86.0,513.0,8.0,0.0,4.0,1.0,1.0
ESPORTSTMNT03_3092815,41,mid,6,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20597,649.7476,0.318977,399.6845,11,0.347,12,8,45,1.4196,14112,9956,314.0694,0.24677,12550,258.0,242.0,16,8.1388,3420.0,5336.0,101.0,392.0,12.0,0.0,0.0,0.0,6406.0,8588.0,148.0,730.0,2.0,2.0,2.0,0.0,0.0
ESPORTSTMNT03_3092815,50,bot,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9683,305.4574,0.149957,356.5931,17,0.5363,7,7,30,0.9464,12444,8288,261.4511,0.205428,10925,265.0,246.0,19,8.3596,2935.0,3497.0,69.0,480.0,-12.0,0.0,0.0,0.0,5084.0,5928.0,120.0,732.0,-6.0,1.0,1.0,0.0,0.0
ESPORTSTMNT03_3092815,3,sup,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5865,185.0158,0.0908288,411.1987,50,1.5773,18,13,104,3.2808,8850,4694,148.0757,0.11635,7875,25.0,25.0,0,0.7886,2072.0,2204.0,3.0,-20.0,0.0,0.0,0.0,0.0,3359.0,4017.0,9.0,340.0,3.0,0.0,2.0,1.0,1.0
ESPORTSTMNT03_3094757,43,top,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13285,377.9516,0.155819,895.9317,10,0.2845,10,5,42,1.1949,9959,5381,153.0868,0.156757,9325,213.0,212.0,1,6.0597,2922.0,4065.0,68.0,-321.0,-12.0,0.0,0.0,1.0,4645.0,6900.0,114.0,120.0,-5.0,0.0,1.0,1.0,1.0
ESPORTSTMNT03_3094757,37,jng,5,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13394,381.0526,0.157098,960.7681,11,0.3129,9,11,48,1.3656,12001,7423,211.1807,0.216244,11450,179.0,30.0,149,5.0925,2851.0,3037.0,50.0,-385.0,-14.0,0.0,1.0,0.0,4572.0,5176.0,85.0,185.0,-5.0,1.0,1.0,0.0,0.0
ESPORTSTMNT03_3094757,40,mid,2,5,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18703,532.091,0.219367,834.7084,10,0.2845,6,8,34,0.9673,12962,8384,238.5206,0.244239,12850,260.0,256.0,4,7.3969,3514.0,4875.0,78.0,305.0,1.0,1.0,1.0,1.0,6034.0,7884.0,133.0,650.0,11.0,1.0,2.0,1.0,1.0
ESPORTSTMNT03_3094757,7,bot,3,6,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32942,937.1835,0.386376,750.6686,12,0.3414,16,7,55,1.5647,14730,10152,288.8193,0.295743,14325,337.0,313.0,24,9.5875,3079.0,3566.0,78.0,762.0,5.0,0.0,0.0,1.0,4871.0,6080.0,129.0,737.0,-3.0,0.0,1.0,2.0,2.0
ESPORTSTMNT03_3094757,20,sup,1,3,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6935,197.2973,0.0813404,382.4751,56,1.5932,12,15,97,2.7596,7565,2987,84.9787,0.0870167,7375,18.0,18.0,0,0.5121,2595.0,1966.0,2.0,-661.0,1.0,1.0,0.0,0.0,3647.0,3203.0,8.0,-569.0,6.0,1.0,1.0,1.0,1.0
ESPORTSTMNT03_3094757,16,top,6,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27388,779.175,0.265182,743.9829,20,0.569,7,8,38,1.0811,14913,10335,294.0256,0.240769,14550,245.0,229.0,16,6.9701,3529.0,4386.0,80.0,321.0,12.0,1.0,1.0,1.0,5355.0,6780.0,119.0,-120.0,5.0,1.0,1.0,2.0,2.0
ESPORTSTMNT03_3094757,48,jng,3,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13476,383.3855,0.13048,1140.825,9,0.256,13,11,54,1.5363,12257,7679,218.4637,0.178894,11650,173.0,28.0,145,4.9218,3295.0,3422.0,64.0,385.0,14.0,0.0,2.0,0.0,4805.0,4991.0,90.0,-185.0,5.0,0.0,4.0,0.0,0.0
ESPORTSTMNT03_3094757,57,mid,6,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22179,630.9815,0.214746,630.8677,8,0.2276,13,5,52,1.4794,15008,10430,296.7283,0.242982,13775,257.0,257.0,0,7.3115,3550.0,4570.0,77.0,-305.0,-1.0,1.0,0.0,1.0,5814.0,7234.0,122.0,-650.0,-11.0,3.0,0.0,1.0,1.0
ESPORTSTMNT03_3094757,38,bot,3,4,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30424,865.5477,0.294578,672.3471,15,0.4267,12,7,44,1.2518,15014,10436,296.899,0.243122,12800,334.0,290.0,44,9.5021,3086.0,2804.0,73.0,-762.0,-5.0,0.0,1.0,0.0,5284.0,5343.0,132.0,-737.0,3.0,0.0,3.0,0.0,0.0
ESPORTSTMNT03_3094757,28,sup,1,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9813,279.175,0.0950136,189.9004,54,1.5363,1,16,76,2.1622,8623,4045,115.0782,0.0942346,7785,2.0,2.0,0,0.0569,2474.0,2627.0,1.0,661.0,-1.0,1.0,0.0,0.0,3756.0,3772.0,2.0,569.0,-6.0,1.0,2.0,0.0,0.0
ESPORTSTMNT01_3302258,33,top,1,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15536,405.4632,0.189438,636.6159,19,0.4959,8,9,51,1.331,15932,10966,286.194,0.216689,15075,336.0,327.0,9,8.769,3118.0,4497.0,79.0,-37.0,8.0,0.0,0.0,0.0,5204.0,7354.0,132.0,-334.0,10.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3302258,12,jng,2,4,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,26128,681.8965,0.318591,902.5315,11,0.2871,26,10,74,1.9313,14495,9529,248.6907,0.188295,12100,209.0,47.0,162,5.4545,3062.0,3043.0,59.0,-272.0,-8.0,0.0,0.0,0.0,5083.0,4947.0,85.0,-90.0,-9.0,1.0,1.0,1.0,1.0
ESPORTSTMNT01_3302258,5,mid,8,1,5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,17202,448.943,0.209752,487.438,13,0.3393,22,10,52,1.3571,18247,13281,346.6116,0.262431,15250,359.0,355.0,4,9.3693,3222.0,4941.0,92.0,0.0,-2.0,0.0,0.0,0.0,5169.0,7986.0,150.0,495.0,9.0,0.0,2.0,0.0,0.0
ESPORTSTMNT01_3302258,18,bot,4,0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20165,526.2723,0.245882,461.1831,23,0.6003,16,13,76,1.9835,17451,12485,325.8373,0.246703,14575,381.0,355.0,26,9.9435,2925.0,3117.0,74.0,-28.0,-6.0,0.0,0.0,0.0,4455.0,5056.0,115.0,-578.0,-12.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3302258,45,sup,1,3,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2980,77.7729,0.0363366,580.1392,60,1.5659,26,20,132,3.445,9312,4346,113.4232,0.0858824,8600,48.0,48.0,0,1.2527,2176.0,2621.0,19.0,277.0,17.0,0.0,0.0,0.0,3673.0,3324.0,25.0,-127.0,11.0,1.0,1.0,1.0,1.0
ESPORTSTMNT01_3302258,43,top,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13996,365.2719,0.166931,665.2458,17,0.4437,2,4,38,0.9917,15853,10887,284.1322,0.265268,14900,336.0,308.0,28,8.769,3118.0,4534.0,71.0,37.0,-8.0,0.0,0.0,0.0,5164.0,7688.0,122.0,334.0,-10.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3302258,37,jng,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11791,307.7251,0.140632,970.5698,7,0.1827,12,6,54,1.4093,11636,6670,174.0757,0.162522,11100,209.0,27.0,182,5.4545,3054.0,3315.0,67.0,272.0,8.0,0.0,0.0,0.0,4498.0,5037.0,94.0,90.0,9.0,0.0,2.0,2.0,2.0
ESPORTSTMNT01_3302258,40,mid,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24781,646.7421,0.295564,575.5198,29,0.7569,12,6,63,1.6442,15640,10674,278.5733,0.260078,15550,355.0,336.0,19,9.2649,3267.0,4941.0,94.0,0.0,2.0,0.0,0.0,0.0,5407.0,7491.0,141.0,-495.0,-9.0,1.0,1.0,0.0,0.0
ESPORTSTMNT01_3302258,7,bot,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18492,482.6098,0.220555,366.2375,16,0.4176,7,7,40,1.0439,14196,9230,240.8873,0.224896,12625,331.0,323.0,8,8.6385,3251.0,3145.0,80.0,28.0,6.0,0.0,0.0,0.0,5273.0,5634.0,127.0,578.0,12.0,1.0,1.0,0.0,0.0
ESPORTSTMNT01_3302258,20,sup,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14783,385.8112,0.176318,350.0304,86,2.2445,18,17,133,3.4711,8546,3580,93.4319,0.0872359,8035,57.0,53.0,4,1.4876,2029.0,2344.0,2.0,-277.0,-17.0,0.0,0.0,0.0,3297.0,3451.0,14.0,127.0,-11.0,0.0,2.0,0.0,0.0
ESPORTSTMNT01_3300413,54,top,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16921,531.5497,0.356667,663.0157,10,0.3141,8,6,36,1.1309,11658,7486,235.1623,0.260627,11100,254.0,250.0,4,7.9791,3346.0,4740.0,88.0,-4.0,19.0,0.0,0.0,0.0,5076.0,7275.0,131.0,4.0,26.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,31,jng,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196,163.2251,0.109523,790.3351,14,0.4398,17,12,67,2.1047,9293,5121,160.8691,0.178289,9100,174.0,46.0,128,5.466,3114.0,3340.0,61.0,-32.0,-11.0,0.0,0.0,0.0,4565.0,5091.0,87.0,-237.0,-17.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,56,mid,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12571,394.9005,0.264976,559.0052,19,0.5969,6,9,35,1.0995,11035,6863,215.5916,0.238937,10995,252.0,252.0,0,7.9162,3370.0,4835.0,99.0,91.0,14.0,0.0,0.0,0.0,5167.0,7773.0,156.0,-180.0,5.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,4,bot,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9951,312.5969,0.209751,519.8953,16,0.5026,9,7,40,1.2565,11100,6928,217.6335,0.2412,10575,245.0,238.0,7,7.6963,3027.0,2659.0,69.0,-477.0,-10.0,0.0,0.0,1.0,4984.0,4877.0,126.0,-421.0,-5.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3300413,23,sup,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803,88.0524,0.0590827,295.0366,41,1.288,14,17,82,2.5759,6497,2325,73.0366,0.0809456,6125,18.0,18.0,0,0.5654,1936.0,2927.0,5.0,4.0,-1.0,0.0,0.0,0.0,2909.0,3827.0,6.0,-372.0,-2.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,25,top,5,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25301,794.7958,0.37957,898.6178,14,0.4398,3,4,32,1.0052,13131,8959,281.4346,0.238062,12800,229.0,221.0,8,7.1937,2962.0,4744.0,69.0,4.0,-19.0,0.0,0.0,0.0,4315.0,7271.0,105.0,-4.0,-26.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,14,jng,2,4,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6620,207.9581,0.0993144,693.801,13,0.4084,23,13,73,2.2932,10526,6354,199.6021,0.168841,9775,169.0,29.0,140,5.3089,3605.0,3372.0,72.0,32.0,11.0,1.0,0.0,0.0,4967.0,5328.0,104.0,237.0,17.0,1.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,53,mid,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14453,454.0209,0.216826,406.555,14,0.4398,3,4,35,1.0995,12354,8182,257.0262,0.217416,11085,295.0,263.0,32,9.267,3136.0,4744.0,85.0,-91.0,-14.0,0.0,0.0,0.0,5106.0,7953.0,151.0,180.0,-5.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300413,49,bot,4,0,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,12397,389.4346,0.185982,153.9581,16,0.5026,6,5,44,1.3822,13609,9437,296.4503,0.250764,11875,281.0,262.0,19,8.8272,3361.0,3136.0,79.0,477.0,10.0,0.0,1.0,0.0,4947.0,5298.0,131.0,421.0,5.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3300413,15,sup,2,0,12,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7886,247.7277,0.118307,246.4712,46,1.445,17,15,80,2.5131,8873,4701,147.6754,0.124917,7275,29.0,29.0,0,0.911,2242.0,2923.0,6.0,-4.0,1.0,0.0,1.0,0.0,3060.0,4199.0,8.0,372.0,2.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3302316,16,top,2,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17595,577.5164,0.246546,581.1269,10,0.3282,8,5,43,1.4114,14221,10216,335.3173,0.267572,12658,320.0,299.0,21,10.5033,3435.0,4738.0,87.0,-98.0,8.0,0.0,0.0,0.0,6057.0,8241.0,158.0,413.0,21.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3302316,48,jng,0,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10216,335.3173,0.143149,691.2801,27,0.8862,9,11,67,2.1991,9803,5798,190.3063,0.151861,9410,166.0,24.0,142,5.4486,2990.0,3103.0,55.0,-118.0,-11.0,0.0,0.0,0.0,4432.0,5152.0,80.0,119.0,-12.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3302316,57,mid,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10268,337.0241,0.143878,618.512,12,0.3939,3,5,25,0.8206,11832,7827,256.9037,0.205002,10975,244.0,231.0,13,8.0088,3078.0,4600.0,80.0,-7.0,0.0,0.0,0.0,0.0,4965.0,7347.0,131.0,349.0,4.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3302316,38,bot,4,1,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24213,794.7374,0.339279,347.9212,17,0.558,10,8,52,1.7068,13715,9710,318.709,0.25432,12510,281.0,261.0,20,9.2232,3630.0,3368.0,83.0,223.0,10.0,1.0,0.0,0.0,6416.0,5946.0,143.0,414.0,19.0,1.0,0.0,0.0,0.0
ESPORTSTMNT01_3302316,28,sup,3,1,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9074,297.8337,0.127147,330.0,52,1.7068,6,19,82,2.6915,8634,4629,151.9365,0.121244,6950,22.0,22.0,0,0.7221,2492.0,2260.0,5.0,-238.0,2.0,0.0,1.0,0.0,4043.0,3350.0,6.0,-199.0,2.0,1.0,1.0,0.0,0.0
ESPORTSTMNT01_3302316,24,top,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15593,511.8053,0.314629,853.4245,11,0.3611,5,6,33,1.0832,11096,7091,232.7462,0.255861,10985,275.0,255.0,20,9.0263,3075.0,4836.0,79.0,98.0,-8.0,0.0,0.0,0.0,4932.0,7828.0,137.0,-413.0,-21.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3302316,6,jng,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5749,188.698,0.116001,937.1882,15,0.4923,11,14,54,1.7724,8069,4064,133.3917,0.146643,7650,145.0,25.0,120,4.7593,3012.0,3221.0,66.0,118.0,11.0,0.0,0.0,0.0,4297.0,5033.0,92.0,-119.0,12.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3302316,41,mid,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12266,402.6039,0.247498,784.4967,9,0.2954,10,7,37,1.2144,10765,6760,221.8818,0.243918,10225,237.0,232.0,5,7.779,3001.0,4607.0,80.0,7.0,0.0,0.0,0.0,0.0,4640.0,6998.0,127.0,-349.0,-4.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3302316,50,bot,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13131,430.9956,0.264952,462.1772,12,0.3939,8,6,30,0.9847,11635,7630,250.4376,0.275308,11550,297.0,271.0,26,9.7484,2980.0,3145.0,73.0,-223.0,-10.0,0.0,0.0,1.0,4747.0,5532.0,124.0,-414.0,-19.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3302316,3,sup,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821,92.593,0.0569209,263.5996,42,1.3786,9,14,77,2.5274,6174,2169,71.1926,0.0782698,5650,12.0,12.0,0,0.3939,2038.0,2498.0,3.0,238.0,-2.0,0.0,0.0,0.0,2847.0,3549.0,4.0,199.0,-2.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300434,19,top,1,5,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21862,698.4665,0.305796,1183.3227,17,0.5431,7,8,38,1.2141,11685,7578,242.1086,0.261659,12425,231.0,223.0,8,7.3802,3227.0,4783.0,77.0,198.0,0.0,0.0,1.0,0.0,5240.0,7885.0,124.0,868.0,2.0,0.0,4.0,0.0,0.0
ESPORTSTMNT01_3300434,26,jng,2,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10559,337.3482,0.147695,932.8115,11,0.3514,7,10,43,1.3738,9785,5678,181.4058,0.196057,9075,179.0,23.0,156,5.7188,3173.0,3350.0,64.0,304.0,5.0,0.0,0.0,0.0,5251.0,5517.0,94.0,489.0,-3.0,2.0,0.0,0.0,0.0
ESPORTSTMNT01_3300434,32,mid,5,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19322,617.3163,0.270268,806.901,5,0.1597,1,5,15,0.4792,10186,6079,194.2173,0.209902,9375,197.0,197.0,0,6.2939,3551.0,4891.0,86.0,-6.0,-7.0,1.0,0.0,0.0,5604.0,7855.0,134.0,299.0,-7.0,2.0,2.0,0.0,0.0
ESPORTSTMNT01_3300434,21,bot,2,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14245,455.1118,0.199253,585.5272,14,0.4473,10,5,43,1.3738,11269,7162,228.8179,0.247296,10725,262.0,258.0,4,8.3706,2811.0,2630.0,68.0,-287.0,-13.0,0.0,0.0,0.0,4677.0,4833.0,125.0,-19.0,-6.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300434,1,sup,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5504,175.8466,0.0769876,362.5879,37,1.1821,10,14,89,2.8435,6571,2464,78.722,0.0850855,6100,25.0,25.0,0,0.7987,2020.0,2768.0,5.0,395.0,4.0,0.0,0.0,0.0,2996.0,4356.0,8.0,838.0,7.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300434,46,top,4,4,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20012,639.361,0.216618,931.5335,9,0.2875,2,6,25,0.7987,12779,8672,277.0607,0.204857,11500,253.0,244.0,9,8.0831,3083.0,4585.0,77.0,-198.0,0.0,0.0,0.0,1.0,4601.0,7017.0,122.0,-868.0,-2.0,0.0,0.0,2.0,2.0
ESPORTSTMNT01_3300434,44,jng,2,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11296,360.8946,0.122272,880.4792,10,0.3195,7,8,44,1.4058,10944,6837,218.4345,0.16151,9900,196.0,18.0,178,6.262,2808.0,3046.0,59.0,-304.0,-5.0,0.0,0.0,0.0,4344.0,5028.0,97.0,-489.0,3.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3300434,11,mid,8,2,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28390,907.0288,0.307304,608.9776,5,0.1597,4,1,23,0.7348,16518,12411,396.5176,0.293179,14825,285.0,277.0,8,9.1054,3793.0,4897.0,93.0,6.0,7.0,0.0,0.0,0.0,5878.0,7556.0,141.0,-299.0,7.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3300434,34,bot,8,1,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27211,869.361,0.294542,566.6773,13,0.4153,14,5,45,1.4377,14849,10742,343.1949,0.253754,14570,265.0,233.0,32,8.4665,3271.0,2917.0,81.0,287.0,13.0,0.0,0.0,0.0,5033.0,4852.0,131.0,19.0,6.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300434,47,sup,0,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475,174.9201,0.0592635,293.738,51,1.6294,5,15,78,2.492,7777,3670,117.2524,0.0866994,7300,6.0,6.0,0,0.1917,2272.0,2373.0,1.0,-395.0,-4.0,0.0,0.0,0.0,2999.0,3518.0,1.0,-838.0,-7.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,27,top,2,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24207,683.4918,0.29005,841.3553,10,0.2824,9,5,39,1.1012,14419,9808,276.9318,0.212147,14325,274.0,266.0,8,7.7365,3289.0,4690.0,89.0,-168.0,1.0,0.0,0.0,0.0,5199.0,7988.0,150.0,193.0,10.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,30,jng,2,2,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11327,319.8212,0.135721,1000.32,12,0.3388,10,11,42,1.1859,13052,8441,238.3341,0.18258,11775,197.0,31.0,166,5.5624,3724.0,3785.0,66.0,588.0,8.0,0.0,3.0,0.0,5109.0,5189.0,93.0,-26.0,6.0,0.0,3.0,0.0,0.0
ESPORTSTMNT01_3301406,39,mid,9,3,6,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19171,541.2988,0.229708,623.2376,7,0.1976,8,5,34,0.96,14277,9666,272.9224,0.209076,12725,241.0,231.0,10,6.8047,4025.0,4762.0,81.0,130.0,-6.0,3.0,0.0,0.0,5888.0,7829.0,138.0,96.0,-9.0,3.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,9,bot,8,0,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23246,656.3576,0.278535,510.9459,18,0.5082,26,5,75,2.1176,18318,13707,387.0212,0.296479,16225,385.0,356.0,29,10.8706,3517.0,3358.0,91.0,373.0,13.0,0.0,1.0,0.0,5138.0,4960.0,133.0,-127.0,3.0,0.0,1.0,0.0,0.0
ESPORTSTMNT01_3301406,35,sup,1,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5507,155.4918,0.0659853,207.6988,62,1.7506,8,17,109,3.0776,9221,4610,130.1647,0.0997188,8075,10.0,10.0,0,0.2824,2181.0,2516.0,2.0,22.0,0.0,0.0,0.0,0.0,3148.0,3566.0,5.0,-274.0,-1.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,13,top,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14440,407.7176,0.185535,653.1953,18,0.5082,5,7,40,1.1294,12187,7576,213.9106,0.234035,12125,255.0,251.0,4,7.2,3221.0,4858.0,88.0,168.0,-1.0,0.0,0.0,0.0,5180.0,7795.0,140.0,-193.0,-10.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,29,jng,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6983,197.1671,0.0897223,708.9318,13,0.3671,8,12,53,1.4965,9065,4454,125.76,0.137596,9000,162.0,18.0,144,4.5741,2823.0,3197.0,58.0,-588.0,-8.0,0.0,0.0,2.0,4144.0,5215.0,87.0,26.0,-6.0,0.0,0.0,2.0,2.0
ESPORTSTMNT01_3301406,42,mid,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23099,652.2071,0.296792,762.9459,20,0.5647,10,9,65,1.8353,12544,7933,223.9906,0.245062,11925,288.0,270.0,18,8.1318,3144.0,4632.0,87.0,-130.0,6.0,0.0,0.0,1.0,4955.0,7733.0,147.0,-96.0,9.0,0.0,0.0,1.0,1.0
ESPORTSTMNT01_3301406,36,bot,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27453,775.1435,0.352735,503.6329,19,0.5365,12,11,61,1.7224,14096,9485,267.8118,0.293003,13175,315.0,298.0,17,8.8941,3166.0,2985.0,78.0,-373.0,-13.0,0.0,0.0,0.0,5119.0,5087.0,130.0,127.0,-3.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3301406,52,sup,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854,165.2894,0.0752162,277.7224,59,1.6659,14,16,102,2.88,7534,2923,82.5318,0.0903036,7300,17.0,17.0,0,0.48,2287.0,2494.0,2.0,-22.0,0.0,0.0,0.0,0.0,3209.0,3840.0,6.0,274.0,1.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300699,24,top,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9433,298.6702,0.162877,804.3799,16,0.5066,5,9,31,0.9815,10778,6637,210.1425,0.226004,10975,231.0,231.0,0,7.314,3475.0,4719.0,89.0,-55.0,17.0,0.0,0.0,0.0,5267.0,7753.0,138.0,188.0,17.0,0.0,0.0,0.0,0.0
ESPORTSTMNT01_3300699,6,jng,1,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5912,187.1873,0.102081,902.3113,15,0.4749,10,16,45,1.4248,8845,4704,148.9393,0.160177,8600,139.0,19.0,120,4.4011,2857.0,2918.0,53.0,27.0,-3.0,0.0,0.0,1.0,5056.0,5580.0,93.0,849.0,13.0,1.0,0.0,1.0,1.0
